"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","","x","","","1"
"2020-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","7.7","","","","1"
"2020-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","6.7","","","","1"
"2020-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","10.4","","","","1"
"2021-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","24.5","","","","1"
"2021-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","11.0","","","","1"
"2021-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","10.6","","","","1"
"2021-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","15.9","","","","1"
"2021-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","12.0","","","","1"
"2021-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","","x","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","6.9","","","","1"
"2021-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","","x","","","1"
"2021-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","10.3","","","","1"
"2021-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","15.3","","","","1"
"2021-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","9.1","","","","1"
"2021-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","10.9","","","","1"
"2022-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","20.6","","","","1"
"2022-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","22.6","","","","1"
"2022-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","18.6","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","13.3","","","","1"
"2022-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","14.2","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","5.6","","","","1"
"2022-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","9.6","","","","1"
"2022-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","5.9","","","","1"
"2022-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","4.6","","","","1"
"2022-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","3.8","","","","1"
"2022-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","6.3","","","","1"
"2022-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","","x","","","1"
"2023-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","7.0","","","","1"
"2023-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","6.0","","","","1"
"2023-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","8.1","","","","1"
"2023-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","8.5","","","","1"
"2023-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","7.1","","","","1"
"2023-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","8.6","","","","1"
"2023-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","","x","","","1"
"2023-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","6.4","","","","1"
"2023-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","4.8","","","","1"
"2023-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","8.2","","","","1"
"2023-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","9.2","","","","1"
"2023-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","12.0","","","","1"
"2024-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","9.9","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Transportation and warehousing [48-49]","Both sexes","15 years and over","Percentage","242","units","0","v2710772","2.6.17.1.1","7.1","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","8.2","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","9.8","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","7.6","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2017-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2017-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","9.5","","","","1"
"2017-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2017-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2017-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2018-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","11.6","","","","1"
"2018-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","10.1","","","","1"
"2018-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","8.9","","","","1"
"2018-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2018-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2018-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2018-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2018-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","7.3","","","","1"
"2018-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","11.1","","","","1"
"2018-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","10.7","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","7.7","","","","1"
"2019-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2019-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","6.3","","","","1"
"2019-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2019-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2019-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2019-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2019-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2019-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2019-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2019-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2019-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","8.0","","","","1"
"2020-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","15.2","","","","1"
"2020-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2020-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2021-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","15.1","","","","1"
"2021-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","12.2","","","","1"
"2021-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2021-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","5.8","","","","1"
"2021-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2021-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2021-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2021-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2021-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2021-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2021-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2022-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","7.9","","","","1"
"2023-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","6.9","","","","1"
"2023-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2023-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2024-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","7.7","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Finance, insurance, real estate, rental and leasing [52, 53]","Both sexes","15 years and over","Percentage","242","units","0","v2710773","2.6.18.1.1","","x","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","8.8","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","7.0","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","10.3","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","","x","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","7.1","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","9.0","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","5.7","","","","1"
"2017-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","9.4","","","","1"
"2017-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","9.3","","","","1"
"2017-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Professional, scientific and technical services [54]","Both sexes","15 years and over","Percentage","242","units","0","v2710776","2.6.21.1.1","9.4","","","","1"
