"REF_DATE","GEO","DGUID","Trade","United States","Harmonized System (HS) Sections","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-10","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","15863","","","","0"
"2020-11","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","15925","","","","0"
"2020-12","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","11554","","","","0"
"2021-01","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","12461","","","","0"
"2021-02","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","10807","","","","0"
"2021-03","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","14221","","","","0"
"2021-04","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","12795","","","","0"
"2021-05","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","11063","","","","0"
"2021-06","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","10816","","","","0"
"2021-07","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","10287","","","","0"
"2021-08","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","12641","","","","0"
"2021-09","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","14100","","","","0"
"2021-10","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","12786","","","","0"
"2021-11","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","12343","","","","0"
"2021-12","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","11050","","","","0"
"2022-01","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","12125","","","","0"
"2022-02","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","9086","","","","0"
"2022-03","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","11358","","","","0"
"2022-04","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","9793","","","","0"
"2022-05","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","12104","","","","0"
"2022-06","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","9907","","","","0"
"2022-07","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","10824","","","","0"
"2022-08","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","12306","","","","0"
"2022-09","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","18088","","","","0"
"2022-10","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","21269","","","","0"
"2022-11","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","23160","","","","0"
"2022-12","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","18175","","","","0"
"2023-01","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","21320","","","","0"
"2023-02","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","18107","","","","0"
"2023-03","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","27049","","","","0"
"2023-04","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","17527","","","","0"
"2023-05","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","19479","","","","0"
"2023-06","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","18553","","","","0"
"2023-07","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","20279","","","","0"
"2023-08","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","31568","","","","0"
"2023-09","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","26047","","","","0"
"2023-10","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","20211","","","","0"
"2023-11","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","22571","","","","0"
"2023-12","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","16444","","","","0"
"2024-01","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","18398","","","","0"
"2024-02","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","22198","","","","0"
"2024-03","Manitoba","2016A000246","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113404628","8.4.1.2","24495","","","","0"
"2017-01","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","25552","","","","0"
"2017-02","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","32531","","","","0"
"2017-03","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","29095","","","","0"
"2017-04","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","30335","","","","0"
"2017-05","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","34388","","","","0"
"2017-06","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","34249","","","","0"
"2017-07","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","27784","","","","0"
"2017-08","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","25551","","","","0"
"2017-09","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","26361","","","","0"
"2017-10","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","27360","","","","0"
"2017-11","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","22504","","","","0"
"2017-12","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","24932","","","","0"
"2018-01","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","22863","","","","0"
"2018-02","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","24626","","","","0"
"2018-03","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","28643","","","","0"
"2018-04","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","29786","","","","0"
"2018-05","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","35904","","","","0"
"2018-06","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","36047","","","","0"
"2018-07","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","34004","","","","0"
"2018-08","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","28590","","","","0"
"2018-09","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","40845","","","","0"
"2018-10","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","45792","","","","0"
"2018-11","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","41699","","","","0"
"2018-12","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","30499","","","","0"
"2019-01","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","30022","","","","0"
"2019-02","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","24747","","","","0"
"2019-03","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","37419","","","","0"
"2019-04","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","38962","","","","0"
"2019-05","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","40663","","","","0"
"2019-06","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","33688","","","","0"
"2019-07","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","40783","","","","0"
"2019-08","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","35935","","","","0"
"2019-09","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","41752","","","","0"
"2019-10","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","43427","","","","0"
"2019-11","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","32565","","","","0"
"2019-12","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","31978","","","","0"
"2020-01","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","35322","","","","0"
"2020-02","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","32127","","","","0"
"2020-03","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","45278","","","","0"
"2020-04","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","33416","","","","0"
"2020-05","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","32887","","","","0"
"2020-06","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","32722","","","","0"
"2020-07","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","33547","","","","0"
"2020-08","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","33787","","","","0"
"2020-09","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","33160","","","","0"
"2020-10","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","34991","","","","0"
"2020-11","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","27725","","","","0"
"2020-12","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","29648","","","","0"
"2021-01","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","38410","","","","0"
"2021-02","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","29881","","","","0"
"2021-03","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","39652","","","","0"
"2021-04","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","32245","","","","0"
"2021-05","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","32153","","","","0"
"2021-06","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","37022","","","","0"
"2021-07","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","36365","","","","0"
"2021-08","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","36412","","","","0"
"2021-09","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","43668","","","","0"
"2021-10","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","50050","","","","0"
"2021-11","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","67041","","","","0"
"2021-12","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","81054","","","","0"
"2022-01","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","62730","","","","0"
"2022-02","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","59727","","","","0"
"2022-03","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","89697","","","","0"
"2022-04","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","82346","","","","0"
"2022-05","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","74809","","","","0"
"2022-06","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","70340","","","","0"
"2022-07","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","63474","","","","0"
"2022-08","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","56679","","","","0"
"2022-09","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","44910","","","","0"
"2022-10","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","54449","","","","0"
"2022-11","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","53109","","","","0"
"2022-12","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","42500","","","","0"
"2023-01","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","56232","","","","0"
"2023-02","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","46223","","","","0"
"2023-03","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","57598","","","","0"
"2023-04","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","42973","","","","0"
"2023-05","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","48242","","","","0"
"2023-06","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","47908","","","","0"
"2023-07","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","49175","","","","0"
"2023-08","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","54146","","","","0"
"2023-09","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","55576","","","","0"
"2023-10","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","60797","","","","0"
"2023-11","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","60332","","","","0"
"2023-12","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","45915","","","","0"
"2024-01","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","50352","","","","0"
"2024-02","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","44267","","","","0"
"2024-03","Manitoba","2016A000246","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113404629","8.4.1.3","44599","","","","0"
"2017-01","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1721","","","","0"
"2017-02","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2160","","","","0"
"2017-03","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2290","","","","0"
"2017-04","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1761","","","","0"
"2017-05","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2413","","","","0"
"2017-06","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2661","","","","0"
"2017-07","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1760","","","","0"
"2017-08","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","5149","","","","0"
"2017-09","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2266","","","","0"
"2017-10","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","5135","","","","0"
"2017-11","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2269","","","","0"
"2017-12","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1984","","","","0"
"2018-01","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","11778","","","","0"
"2018-02","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2157","","","","0"
"2018-03","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2792","","","","0"
"2018-04","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2476","","","","0"
"2018-05","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2866","","","","0"
"2018-06","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2242","","","","0"
"2018-07","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2298","","","","0"
"2018-08","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2282","","","","0"
"2018-09","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2386","","","","0"
"2018-10","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2870","","","","0"
"2018-11","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1669","","","","0"
"2018-12","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2441","","","","0"
"2019-01","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1865","","","","0"
"2019-02","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1625","","","","0"
"2019-03","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2032","","","","0"
"2019-04","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2211","","","","0"
"2019-05","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1762","","","","0"
"2019-06","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2392","","","","0"
"2019-07","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2213","","","","0"
"2019-08","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","3048","","","","0"
"2019-09","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2109","","","","0"
"2019-10","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2200","","","","0"
"2019-11","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2668","","","","0"
"2019-12","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1955","","","","0"
"2020-01","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2020","","","","0"
"2020-02","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","1937","","","","0"
"2020-03","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","3021","","","","0"
"2020-04","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","2191","","","","0"
"2020-05","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","3496","","","","0"
"2020-06","Manitoba","2016A000246","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113404630","8.4.1.4","3531","","","","0"
