"REF_DATE","GEO","DGUID","Trade","United States","Harmonized System (HS) Sections","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-09","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2017-10","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","2","","","","0"
"2017-11","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","3","","","","0"
"2017-12","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-01","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-02","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-03","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-04","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-05","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-06","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-07","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-08","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-09","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-10","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-11","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2018-12","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-01","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-02","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-03","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-04","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-05","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-06","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-07","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-08","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-09","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-10","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-11","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-05","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-06","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-07","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-08","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-09","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-10","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-11","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2020-12","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-01","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-02","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-03","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-04","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-05","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-06","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-07","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-08","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-09","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-10","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-11","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2021-12","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-01","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-02","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-03","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-04","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-05","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-06","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-07","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-08","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-09","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-10","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-11","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2022-12","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-01","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-02","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-03","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-04","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-05","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-06","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-07","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-08","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-09","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-10","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-11","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2023-12","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2024-01","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2024-02","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2024-03","Nova Scotia","2016A000212","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113385974","4.4.1.4","0","","","","0"
"2017-01","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","10289","","","","0"
"2017-02","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","945","","","","0"
"2017-03","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1488","","","","0"
"2017-04","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1605","","","","0"
"2017-05","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1936","","","","0"
"2017-06","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1358","","","","0"
"2017-07","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1976","","","","0"
"2017-08","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1395","","","","0"
"2017-09","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1809","","","","0"
"2017-10","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1640","","","","0"
"2017-11","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","947","","","","0"
"2017-12","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","604","","","","0"
"2018-01","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1216","","","","0"
"2018-02","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","718","","","","0"
"2018-03","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1341","","","","0"
"2018-04","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1566","","","","0"
"2018-05","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1774","","","","0"
"2018-06","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1981","","","","0"
"2018-07","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","2724","","","","0"
"2018-08","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","2267","","","","0"
"2018-09","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1809","","","","0"
"2018-10","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1410","","","","0"
"2018-11","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1938","","","","0"
"2018-12","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","978","","","","0"
"2019-01","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","682","","","","0"
"2019-02","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1292","","","","0"
"2019-03","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1012","","","","0"
"2019-04","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1608","","","","0"
"2019-05","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1971","","","","0"
"2019-06","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1563","","","","0"
"2019-07","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1665","","","","0"
"2019-08","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1772","","","","0"
"2019-09","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","838","","","","0"
"2019-10","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1370","","","","0"
"2019-11","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","844","","","","0"
"2019-12","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","900","","","","0"
"2020-01","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","929","","","","0"
"2020-02","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","921","","","","0"
"2020-03","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","550","","","","0"
"2020-04","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","161","","","","0"
"2020-05","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","863","","","","0"
"2020-06","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1133","","","","0"
"2020-07","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","570","","","","0"
"2020-08","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","937","","","","0"
"2020-09","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","595","","","","0"
"2020-10","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","519","","","","0"
"2020-11","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","883","","","","0"
"2020-12","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","506","","","","0"
"2021-01","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","505","","","","0"
"2021-02","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","565","","","","0"
