Date,Location,Import Oils,Import Animal Products,Import Processed Food,Import Vegetable Products,Price Oils,Price Animal Products,Price Processed Food,Price Vegetable Products
2017-02-01,Quebec,1194.0,10859.0,82247.0,28977.0,7.726666666666667,6.33987962962963,3.6416666666666666,2.9574358974358974
2017-02-01,Saskatchewan,1261.0,6810.0,22409.0,13419.0,7.69,6.146305555555555,3.6641666666666666,3.106153846153846
2017-03-01,Alberta,2028.0,9299.0,83946.0,82584.0,7.236666666666667,6.353416666666667,3.7958333333333334,3.0633333333333335
2017-03-01,British Columbia,5304.0,40963.0,151377.0,137987.0,7.576666666666667,6.335962962962963,3.8347222222222226,3.094358974358974
2017-03-01,Canada,38925.0,274930.0,1339106.0,680784.0,6.886666666666667,6.129842592592592,3.635277777777778,2.947948717948718
2017-03-01,Manitoba,2290.0,5714.0,71614.0,29095.0,7.6000000000000005,6.118055555555555,3.660555555555556,3.0248717948717947
2017-03-01,New Brunswick,1003.0,10148.0,12741.0,4262.0,8.136666666666667,5.951361111111111,3.768611111111111,3.2956410256410256
2017-03-01,Newfoundland and Labrador,0.0,1.0,200.0,0.0,8.42,6.134558823529412,3.8655555555555554,3.6633333333333336
2017-03-01,Nova Scotia,0.0,47.0,1488.0,89.0,8.363333333333333,5.831703703703704,3.7519444444444443,3.2666666666666666
2017-03-01,Ontario,24802.0,184084.0,888381.0,382551.0,6.906666666666666,6.068759259259259,3.5180555555555557,2.8720512820512822
